,LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender
1006,6660.0,HONOLULU,,96814.0,541211.0,SUBCHAPTER S CORPORATION,Unanswered,Unanswered,Unanswered,,1.0,2020-06-27,Intuit Financing Inc.
1007,63560.0,HONOLULU,,96815.0,541613.0,corporation,Unanswered,Unanswered,Unanswered,,5.0,2020-04-07,Bank of Hawaii
1008,15930.0,WAIMEA,Hawaii,96796.0,311920.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4.0,2020-04-27,Bank of Hawaii
1009,4182.5,Honokaa,Hawaii,96727.0,311351.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,2020-06-30,"Fundbox, Inc."
1010,30600.0,Waipahu,Hawaii,96797.0,424690.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,2020-05-01,First Hawaiian Bank
1011,105652.5,KAILUA KONA,HI,96740.0,621498.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Female Owned,Unanswered,,9.0,07/25/2020,Hawaii Community FCU
1012,18182.5,HONOLULU,,,524298.0,Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/30/2020,First Hawaiian Bank
1013,4200.0,MAKAWAO,,96768.0,561520.0,Corp,Unanswered,Unanswered,Unanswered,,2.0,04/29/2020,"American Savings Bank, FSB"
1014,60200.0,HONOLULU,,96817.0,541320.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Male Owned,Non-Veteran,,4.0,04/29/2020,"American Savings Bank, FSB"
1015,9600.0,KAILUA KONA,Hawaii,96740.0,561520.0,CORPORATION,Unanswered,Unanswered,Unanswered,,2.0,04/16/2020,First Hawaiian Bank
1016,17500.0,HONOLULU,,96813.0,722511.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4.0,2020-04-10,"American Savings Bank, FSB"
1017,12500.0,WAILUKU,HI,96793.0,524210.0,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/07/2020,"American Savings Bank, FSB"
1018,15375.0,Honolulu,,96817.0,,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1.0,2020-05-03,Celtic Bank Corporation
1019,39348.0,HONOLULU,Hawaii,96819.0,811310.0,CORPORATION,Unanswered,Unanswered,Unanswered,,0.0,05/01/2020,Central Pacific Bank
1020,6250.0,HONOLULU,,,445299.0,corporation,Unanswered,Unanswered,Unanswered,,2.0,04/06/2020,Bank of Hawaii
1021,29745.0,HONOLULU,HI,96813.0,541110.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,2020-04-13,Bank of Hawaii
1022,19400.0,AIEA,Hawaii,96701.0,611691.0,Corporation,White,Male Owned,Veteran,,23.0,2020-04-06,Central Pacific Bank
1023,40312.5,Hilo,HI,96720.0,811111.0,LLC,Unanswered,Unanswered,Unanswered,,4.0,04/30/2020,First Hawaiian Bank
1024,55300.0,HONOLULU,Hawaii,96814.0,621310.0,SUBCHAPTER S CORPORATION,Unanswered,Unanswered,Unanswered,,4.0,04/28/2020,Central Pacific Bank
1025,6700.0,KAHULUI,,96733.0,326130.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/06/2020,"American Savings Bank, FSB"
1026,11400.0,HONOLULU,Hawaii,96819.0,448140.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,3.0,2020-04-09,Central Pacific Bank
1027,8000.0,KAPOLEI,Hawaii,96707.0,812113.0,Independent Contractors,Unanswered,Male Owned,Non-Veteran,,1.0,2020-04-28,Central Pacific Bank
1028,4700.0,HONOLULU,,96817.0,339116.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,2020-04-07,"American Savings Bank, FSB"
1029,119694.0,KAPOLEI,HI,96707.0,446120.0,CORPORATION,Unanswered,Unanswered,Unanswered,,15.0,04/14/2020,Central Pacific Bank
1030,7082.0,EWA BEACH,,96706.0,621999.0,Corporation,Unanswered,Unanswered,Unanswered,,2.0,2020-05-03,"Bank of America, National Association"
1031,61500.0,Kapolei,HI,96707.0,423930.0,LLC,Unanswered,Unanswered,Unanswered,,0.0,2020-05-06,Central Pacific Bank
1032,14100.0,Kaneohe,HI,96744.0,811111.0,Corp,Unanswered,Unanswered,Unanswered,,0.0,2020-05-04,Central Pacific Bank
1033,19000.0,KILAUEA,Hawaii,96754.0,562998.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,2020-04-14,Gather FCU
1034,16795.0,Wailuku,Hawaii,96793.0,531210.0,independent contractors,Unanswered,Unanswered,Unanswered,,1.0,05/30/2020,Cross River Bank
1035,98000.0,Hauula,Hawaii,96717.0,621399.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,0.0,2020-04-30,Central Pacific Bank
1036,18900.0,HONOLULU,,96813.0,541613.0,independent contractors,Unanswered,Unanswered,Unanswered,,1.0,04/14/2020,Central Pacific Bank
1037,15000.0,KIHEI,Hawaii,96753.0,453220.0,LLC,Unanswered,Unanswered,Unanswered,,1.0,2020-04-08,Central Pacific Bank
1038,26830.0,KEAAU,HI,,621111.0,corporation,Unanswered,Unanswered,Unanswered,,5.0,05/14/2020,Bank of Hawaii
1039,17500.0,KEALAKEKUA,Hawaii,96750.0,237110.0,SUBCHAPTER S CORPORATION,Unanswered,Unanswered,Unanswered,,2.0,2020-04-11,Central Pacific Bank
1040,18400.0,HONOLULU,Hawaii,96815.0,532284.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4.0,04/14/2020,First Hawaiian Bank
1041,20800.0,Wahiawa,Hawaii,96786.0,812113.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/14/2020,Central Pacific Bank
1042,20833.0,HONOLULU,HI,96813.0,524210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/04/2020,Central Pacific Bank
1043,17537.5,Honolulu,Hawaii,96817.0,813110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,1.0,2020-04-29,First Hawaiian Bank
1044,75000.0,HONOLULU,Hawaii,96816.0,541219.0,Corp,Unanswered,Unanswered,Unanswered,,10.0,2020-04-09,Central Pacific Bank
1045,29400.0,KAILUA KONA,HI,96740.0,561110.0,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/10/2020,Central Pacific Bank
1046,12000.0,KULA,Hawaii,96790.0,713940.0,CORPORATION,Unanswered,Unanswered,Unanswered,,1.0,2020-04-09,"American Savings Bank, FSB"
1047,54900.0,KAILUA KONA,,96740.0,561730.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,6.0,04/28/2020,"American Savings Bank, FSB"
1048,62260.0,HONOLULU,HI,96813.0,621111.0,CORPORATION,Unanswered,Unanswered,Unanswered,,4.0,2020-04-27,Bank of Hawaii
1049,15500.0,HONOLULU,,96816.0,722511.0,corporation,Unanswered,Unanswered,Unanswered,,0.0,2020-05-01,Central Pacific Bank
1050,87500.0,HONOLULU,HI,96817.0,221114.0,corporation,Unanswered,Unanswered,Unanswered,,9.0,04/27/2020,Bank of Hawaii
1051,16289.0,Hawi,Hawaii,96719.0,238320.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,2020-04-28,First Hawaiian Bank
1052,29515.0,KAILUA-KONA,,96743.0,722320.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,5.0,04/27/2020,Bank of Hawaii
1053,42500.0,WAIPAHU,HI,96797.0,621111.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,4.0,04/08/2020,Central Pacific Bank
1054,129361.0,PEARL CITY,,96782.0,561710.0,Corporation,Unanswered,Unanswered,Unanswered,,10.0,04/28/2020,Central Pacific Bank
1055,66800.0,HONOLULU,,96816.0,624110.0,NON-PROFIT ORGANIZATION,Unanswered,Unanswered,Unanswered,Y,9.0,2020-04-06,"American Savings Bank, FSB"
1056,20833.0,Honolulu,HI,96815.0,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/01/2020,Central Pacific Bank
1057,15700.0,Ewa Beach,,96706.0,812990.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,2020-05-22,Central Pacific Bank
1058,31000.0,Honolulu,HI,96816.0,623990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8.0,05/02/2020,"American Savings Bank, FSB"
1059,6000.0,HONOLULU,HI,96814.0,443142.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,2020-05-16,"American Savings Bank, FSB"
1060,113600.0,HONOLULU,Hawaii,96813.0,541110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,2020-04-07,First Hawaiian Bank
1061,20832.5,WAIPAHU,Hawaii,,524210.0,sole proprietorship,Unanswered,Female Owned,Unanswered,,1.0,2020-05-04,HawaiiUSA FCU
1062,10300.0,HONOLULU,HI,,541110.0,SOLE PROPRIETORSHIP,Unanswered,Unanswered,Unanswered,,2.0,2020-04-30,"American Savings Bank, FSB"
1063,80500.0,KAILUA KONA,HI,,621111.0,Corp,Unanswered,Unanswered,Unanswered,,8.0,2020-04-28,Central Pacific Bank
1064,19664.0,Honolulu,Hawaii,96813.0,541430.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,05/20/2020,First Hawaiian Bank
1065,56700.0,KAILUA KONA,Hawaii,96740.0,424990.0,LLC,Unanswered,Unanswered,Unanswered,,4.0,04/27/2020,"American Savings Bank, FSB"
1066,20300.0,HONOLULU,Hawaii,96815.0,238210.0,SP,Unanswered,Male Owned,Non-Veteran,,1.0,04/29/2020,Central Pacific Bank
1067,65000.0,WAIKOLOA,HI,96738.0,447190.0,Corporation,Unanswered,Male Owned,Unanswered,,8.0,2020-04-15,First Hawaiian Bank
1068,6100.0,Lahaina,,,452319.0,corporation,Unanswered,Unanswered,Unanswered,,9.0,2020-04-30,"American Savings Bank, FSB"
1069,88100.0,HONOLULU,Hawaii,96813.0,541511.0,Limited  Liability Company(LLC),Asian,Male Owned,Non-Veteran,,8.0,04/06/2020,"American Savings Bank, FSB"
1070,53100.0,HONOLULU,,96826.0,624190.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7.0,04/09/2020,First Hawaiian Bank
1071,16500.0,KANEOHE,HI,96744.0,621340.0,LLC,Unanswered,Unanswered,Unanswered,,3.0,2020-04-06,"American Savings Bank, FSB"
1072,54225.0,Honolulu,HI,96813.0,512110.0,CORPORATION,Unanswered,Unanswered,Unanswered,,4.0,04/27/2020,First Hawaiian Bank
1073,52945.0,Hilo,,96720.0,722511.0,CORPORATION,Unanswered,Unanswered,Unanswered,,,04/14/2020,Central Pacific Bank
1074,143200.0,HONOLULU,,96817.0,722513.0,Corporation,Unanswered,Unanswered,Unanswered,,19.0,04/10/2020,Central Pacific Bank
1075,30231.0,Kailua-Kona,Hawaii,96740.0,445299.0,SOLE PROPRIETORSHIP,Unanswered,Unanswered,Unanswered,,0.0,2020-05-03,Central Pacific Bank
1076,94800.0,HONOLULU,HI,96817.0,311811.0,corporation,Unanswered,Unanswered,Unanswered,,14.0,04/09/2020,"American Savings Bank, FSB"
1077,7500.0,Haiku,,96708.0,111998.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,07/30/2020,Cross River Bank
1078,46000.0,HONOLULU,HI,96814.0,722513.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,20.0,2020-04-28,Bank of Hawaii
1079,2500.0,Honolulu,HI,96819.0,441120.0,SOLE PROPRIETORSHIP,Unanswered,Male Owned,Non-Veteran,,0.0,2020-05-02,Central Pacific Bank
1080,13000.0,HONOLULU,HI,,722513.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,3.0,2020-04-30,"American Savings Bank, FSB"
1081,7500.0,KAILUA-KONA,HI,96740.0,621111.0,CORPORATION,Unanswered,Unanswered,Unanswered,,1.0,2020-05-13,Bank of Hawaii
1082,84402.0,KAPOLEI,Hawaii,96707.0,541330.0,limited  liability company(llc),Unanswered,Male Owned,Veteran,,,05/13/2020,Bank of Hawaii
1083,35272.5,HONOLULU,,96814.0,423910.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Male Owned,Non-Veteran,,3.0,2020-04-28,First Hawaiian Bank
1084,77080.0,WAILUKU,Hawaii,96793.0,561710.0,corporation,White,Male Owned,Non-Veteran,,20.0,04/15/2020,HawaiiUSA FCU
1085,7500.0,HONOLULU,Hawaii,96813.0,813110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,2020-06-22,Bank of Hawaii
1086,30500.0,Honolulu,HI,96814.0,812990.0,Corporation,Unanswered,Unanswered,Unanswered,,19.0,2020-05-11,"American Savings Bank, FSB"
1087,21764.0,HILO,HI,96720.0,561311.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,25.0,2020-04-30,First Hawaiian Bank
1088,77700.0,HONOLULU,HI,96817.0,423990.0,corporation,Asian,Male Owned,Non-Veteran,,7.0,04/07/2020,"American Savings Bank, FSB"
1089,39100.0,HONOLULU,Hawaii,96819.0,236115.0,Corporation,Unanswered,Unanswered,Unanswered,,0.0,2020-04-05,"American Savings Bank, FSB"
1090,39400.0,HONOLULU,,,811198.0,CORPORATION,Unanswered,Unanswered,Unanswered,,3.0,04/07/2020,Central Pacific Bank
1091,20800.0,HONOLULU,,96814.0,523930.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,2020-04-07,"American Savings Bank, FSB"
1092,25000.0,Kahului,Hawaii,96732.0,448210.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,2.0,2020-05-02,"American Savings Bank, FSB"
1093,3800.0,WAIANAE,,96792.0,624410.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,1.0,2020-04-30,"American Savings Bank, FSB"
1094,2100.0,Honolulu,HI,96826.0,443142.0,sole proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/12/2020,Central Pacific Bank
1095,2250.0,PAHOA,HI,96778.0,236118.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,2020-05-08,CU Hawaii FCU
1096,18657.0,HONOLULU,HI,,722511.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Female Owned,Unanswered,,5.0,05/19/2020,Bank of Hawaii
1097,27858.96,Haiku,HI,96708.0,448310.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2.0,2020-04-30,Celtic Bank Corporation
1098,4400.0,PEARL CITY,Hawaii,96782.0,238310.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,2020-04-28,Central Pacific Bank
1099,12555.0,Honolulu,,96816.0,524210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,2020-05-16,Central Pacific Bank
1100,21000.0,LIHUE,HI,96766.0,541715.0,SP,Unanswered,Unanswered,Unanswered,,3.0,04/07/2020,"American Savings Bank, FSB"
1101,5500.0,WAIMANALO,Hawaii,96795.0,561920.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,16.0,2020-04-12,Central Pacific Bank
1102,70000.0,KAMUELA,Hawaii,,621111.0,corporation,Asian,Unanswered,Non-Veteran,,8.0,04/09/2020,First Hawaiian Bank
1103,11100.0,HONOLULU,,96819.0,621111.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,Central Pacific Bank
1104,6507.0,CAPTAIN COOK,HI,96704.0,722515.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,,05/04/2020,Bank of Hawaii
1105,83500.0,HONOLULU,HI,96817.0,238210.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,6.0,2020-04-11,"American Savings Bank, FSB"
1106,11400.0,AIEA,,96701.0,423990.0,CORPORATION,Unanswered,Unanswered,Unanswered,,1.0,04/30/2020,"American Savings Bank, FSB"
1107,47300.0,WAILUKU,,,424950.0,Corporation,Unanswered,Unanswered,Unanswered,,3.0,2020-04-16,Central Pacific Bank
1108,20900.0,HONOLULU,,96821.0,541310.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,2020-04-28,Central Pacific Bank
1109,2330.0,KAPOLEI,,96707.0,624310.0,LLC,Unanswered,Unanswered,Unanswered,,0.0,2020-05-04,Central Pacific Bank
1110,23500.0,HONOLULU,,96825.0,561520.0,corporation,Unanswered,Unanswered,Unanswered,,4.0,2020-04-12,Central Pacific Bank
1111,14200.0,HILO,,,444220.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,3.0,04/06/2020,Central Pacific Bank
1112,17537.0,HONOLULU,HI,96819.0,541519.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/16/2020,Central Pacific Bank
1113,17460.0,LIHUE,HI,96766.0,712110.0,NON-PROFIT ORGANIZATION,Unanswered,Unanswered,Unanswered,Y,3.0,04/29/2020,First Hawaiian Bank
1114,47782.5,Honolulu,Hawaii,96813.0,621111.0,S-Corp,Unanswered,Unanswered,Unanswered,,5.0,04/28/2020,First Hawaiian Bank
1115,40037.0,PEARL CITY,,,722511.0,CORPORATION,Unanswered,Unanswered,Unanswered,,,2020-05-08,Bank of Hawaii
1116,5789.0,Waimea,Hawaii,96743.0,721199.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,07/14/2020,Cross River Bank
1117,9210.0,HONOLULU,Hawaii,,531210.0,Independent Contractors,Unanswered,Unanswered,Unanswered,,1.0,2020-05-12,Bank of Hawaii
1118,3800.0,Honolulu,Hawaii,96814.0,812112.0,sole proprietorship,Unanswered,Unanswered,Unanswered,,0.0,2020-06-02,Central Pacific Bank
1119,60500.0,Kaneohe,Hawaii,96744.0,487210.0,corporation,Unanswered,Unanswered,Unanswered,,8.0,2020-04-15,First Hawaiian Bank
1120,20832.5,Kula,,96790.0,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/04/2020,First Hawaiian Bank
1121,7500.0,WAIPAHUhu,Hawaii,96797.0,446120.0,self-employed individuals,Unanswered,Unanswered,Unanswered,,,04/16/2020,Central Pacific Bank
1122,24007.0,HONOLULUlulu,,96815.0,453998.0,corporation,Unanswered,Unanswered,Unanswered,,,2020-04-15,Central Pacific Bank
1123,19300.0,Honolulu,HI,96815.0,453220.0,LLC,Unanswered,Unanswered,Unanswered,,0.0,2020-05-02,Central Pacific Bank
1124,20832.0,Honolulu,HI,96813.0,621320.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,2020-04-29,WebBank
1125,20800.0,HONOLULU,,96817.0,114111.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,2020-06-17,"American Savings Bank, FSB"
1126,25000.0,KANEOHE,HI,96744.0,541921.0,Limited  Liability Company(LLC),White,Female Owned,Veteran,,4.0,2020-04-10,Central Pacific Bank
1127,46500.0,HONOLULU,,,621340.0,sole proprietorship,Unanswered,Unanswered,Unanswered,,4.0,04/09/2020,"American Savings Bank, FSB"
1128,7912.0,Makawao,,96788.0,448140.0,sole proprietorship,Unanswered,Unanswered,Unanswered,,,04/30/2020,Bank of Hawaii
1129,50583.0,Honolulu,HI,96815.0,713940.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,9.0,05/11/2020,"Kabbage, Inc."
1130,12760.0,HONOLULU,,96814.0,442110.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/27/2020,Bank of Hawaii
1131,21800.0,Honolulu,HI,96817.0,236220.0,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/30/2020,"American Savings Bank, FSB"
1132,4340.0,KANEOHE,,96744.0,722515.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,06/29/2020,HawaiiUSA FCU
1133,7792.5,Kamuela,HI,96743.0,561612.0,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,4.0,05/15/2020,First Hawaiian Bank
1134,20000.0,WAILUKU,Hawaii,96793.0,531210.0,Independent Contractors,Unanswered,Unanswered,Unanswered,,1.0,04/14/2020,Central Pacific Bank
1135,80897.5,Honolulu,,96821.0,238210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5.0,04/14/2020,First Hawaiian Bank
1136,20800.0,HONOLULU,Hawaii,96822.0,531312.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/06/2020,"American Savings Bank, FSB"
1137,5687.0,AIEA,,96701.0,722513.0,CORPORATION,Unanswered,Unanswered,Unanswered,,2.0,05/12/2020,Bank of Hawaii
1138,34500.0,HONOLULU,,96814.0,621310.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4.0,2020-04-07,Central Pacific Bank
1139,23075.0,KIHEI,Hawaii,96753.0,487110.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,2020-04-14,Bank of Hawaii
1140,24500.0,HONOLULU,HI,96818.0,722513.0,CORPORATION,Unanswered,Unanswered,Unanswered,,4.0,04/30/2020,"American Savings Bank, FSB"
1141,68300.0,HONOLULU,,96814.0,621111.0,CORPORATION,Unanswered,Unanswered,Unanswered,,4.0,04/06/2020,Central Pacific Bank
1142,1445.0,KIHEI,,96753.0,453220.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,06/19/2020,Bank of Hawaii
1143,18637.0,HONOLULU,Hawaii,96815.0,561520.0,Corp,Unanswered,Unanswered,Unanswered,,5.0,05/05/2020,Bank of Hawaii
1144,3155.0,Kailua Kona,Hawaii,96740.0,711510.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,Celtic Bank Corporation
1145,24600.0,WAIPAHU,Hawaii,96797.0,454390.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,4.0,2020-04-04,Central Pacific Bank
1146,20832.5,HONOLULU,,96828.0,541810.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,2020-04-30,First Hawaiian Bank
1147,60700.0,KAILUA KONA,HI,96740.0,621320.0,LLC,Unanswered,Unanswered,Unanswered,,7.0,04/06/2020,"American Savings Bank, FSB"
1148,83525.0,Honolulu,,96813.0,424490.0,Corporation,Asian,Male Owned,Non-Veteran,,7.0,06/04/2020,First Hawaiian Bank
1149,27500.0,"Kailua Kona,",Hawaii,96740.0,722515.0,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,8.0,04/10/2020,"Readycap Lending, LLC"
1150,13100.0,KAILUA KONA,Hawaii,96740.0,531110.0,SOLE PROPRIETORSHIP,Unanswered,Unanswered,Unanswered,,1.0,04/15/2020,Central Pacific Bank
1151,81300.0,WAILUKU,HI,96793.0,561710.0,CORPORATION,Unanswered,Unanswered,Unanswered,,9.0,04/06/2020,"American Savings Bank, FSB"
1152,22500.0,KAAAWA,Hawaii,96730.0,561720.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,9.0,04/07/2020,Central Pacific Bank
1153,31400.0,AIEA,HI,96701.0,621111.0,Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/16/2020,First Hawaiian Bank
1154,67700.0,LIHUE,HI,96766.0,611620.0,NON-PROFIT ORGANIZATION,Unanswered,Unanswered,Unanswered,Y,6.0,04/07/2020,Bank of Hawaii
1155,29500.0,WAIPAHU,Hawaii,96797.0,238910.0,corporation,Unanswered,Unanswered,Unanswered,,2.0,2020-04-06,First Hawaiian Bank
1156,5100.0,HONOLULU,Hawaii,,339910.0,Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/30/2020,Central Pacific Bank
1157,782.0,HONOLULU,Hawaii,96826.0,561520.0,Partnership,Unanswered,Unanswered,Unanswered,,,04/27/2020,Bank of Hawaii
1158,93000.0,HILO,,96720.0,236220.0,subchapter s corporation,Unanswered,Unanswered,Unanswered,,18.0,04/06/2020,"American Savings Bank, FSB"
1159,18200.0,HONOLULU,,96822.0,722211.0,Corporation,Unanswered,Unanswered,Unanswered,,3.0,2020-04-15,First Hawaiian Bank
1160,50000.0,WAIPAHU,,96797.0,236118.0,S-Corp,Asian,Male Owned,Non-Veteran,,5.0,2020-05-06,HawaiiUSA FCU
1161,64600.0,Honolulu,Hawaii,96813.0,541110.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Male Owned,Non-Veteran,,6.0,2020-04-29,"American Savings Bank, FSB"
1162,3625.0,Kihei,Hawaii,96753.0,531210.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1.0,2020-04-30,First Hawaiian Bank
1163,45500.0,HONOLULU,Hawaii,96813.0,621320.0,LLC,Unanswered,Unanswered,Unanswered,,1.0,2020-04-05,"American Savings Bank, FSB"
1164,20625.0,HONOLULU,,,541618.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,2020-04-16,HawaiiUSA FCU
1165,2800.0,HONOLULU,HI,96822.0,485310.0,INDEPENDENT CONTRACTORS,Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,Central Pacific Bank
1166,11817.5,Honolulu,Hawaii,,813110.0,non-profit organization,Unanswered,Unanswered,Unanswered,Y,3.0,05/01/2020,First Hawaiian Bank
1167,11012.0,HONOLULU,HI,96813.0,621320.0,Subchapter S Corporation,Asian,Male Owned,Non-Veteran,,3.0,04/04/2020,"American Savings Bank, FSB"
1168,11018.0,Honolulu,,96814.0,812112.0,sole proprietorship,Unanswered,Unanswered,Unanswered,,1.0,05/19/2020,First Hawaiian Bank
1169,5200.0,KOLOA,HI,96756.0,321999.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,05/02/2020,Gather FCU
1170,128200.0,MILILANIlani,Hawaii,96789.0,813110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,9.0,2020-04-27,Central Pacific Bank
1171,20800.0,Honolulu,Hawaii,96813.0,541219.0,Corp,Unanswered,Male Owned,Non-Veteran,,1.0,2020-04-29,Hawaii National Bank
1172,9804.0,Honolulu,HI,96814.0,541611.0,self-employed individuals,Unanswered,Unanswered,Unanswered,,1.0,06/22/2020,"Kabbage, Inc."
1173,7500.0,WAILUKU,HI,96793.0,561110.0,Limited  Liability Company(LLC),Asian,Male Owned,Veteran,,1.0,04/12/2020,Central Pacific Bank
1174,5867.0,WAILUKU,HI,96793.0,238210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,2020-06-10,Bank of Hawaii
1175,52500.0,Makawao,HI,,722511.0,S-Corp,Unanswered,Unanswered,Unanswered,,5.0,2020-07-07,Hawaii National Bank
1176,8952.0,HALEIWA,Hawaii,96712.0,621111.0,Corporation,Unanswered,Unanswered,Unanswered,,3.0,2020-05-26,Bank of Hawaii
1177,17500.0,KAHULUI,Hawaii,96732.0,448140.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,2.0,2020-04-06,Central Pacific Bank
1178,93450.0,LAHAINA,Hawaii,96761.0,621112.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,9.0,2020-04-27,Bank of Hawaii
1179,142867.5,HONOLULU,,96817.0,112920.0,SOLE PROPRIETORSHIP,Unanswered,Unanswered,Unanswered,,9.0,2020-04-30,First Hawaiian Bank
1180,53400.0,KAPAA,Hawaii,96746.0,238330.0,Corporation,Unanswered,Male Owned,Unanswered,,6.0,2020-04-11,"American Savings Bank, FSB"
1181,80100.0,HILO,,96720.0,621111.0,CORPORATION,Unanswered,Male Owned,Veteran,,8.0,04/05/2020,"American Savings Bank, FSB"
1182,20832.0,Honolulu,HI,96817.0,922130.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1.0,04/30/2020,First Hawaiian Bank
