LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD
58000.0,PEARL CITY,HI,96782,524210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5.0,04/05/2020,"American Savings Bank, FSB",HI-01
44500.0,HONOLULU,HI,96822,621111.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,First Hawaiian Bank,HI-01
13400.0,HONOLULU,HI,96814,812112.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,9.0,04/08/2020,Central Pacific Bank,HI-01
29200.0,KAILUA KONA,HI,96740,531120.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/13/2020,Bank of Hawaii,HI-02
8400.0,WAILUKU,HI,96793,812112.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,"American Savings Bank, FSB",HI-02
50800.0,HONOLULU,HI,96826,447110.0,Corporation,Asian,Male Owned,Non-Veteran,,6.0,04/04/2020,Central Pacific Bank,HI-01
60000.0,HONOLULU,HI,96817,621111.0,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,7.0,04/15/2020,Central Pacific Bank,HI-01
28990.0,AIEA,HI,96701,722513.0,Subchapter S Corporation,Unanswered,Female Owned,Unanswered,,6.0,04/11/2020,HawaiiUSA FCU,HI-01
7340.0,KEAUHOU,HI,96739,442299.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,First Hawaiian Bank,HI-02
1317.92,HONOLULU,HI,96813,454390.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,HawaiiUSA FCU,HI-01
15000.0,PEARL CITY,HI,96782,999990.0,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/30/2020,"American Savings Bank, FSB",HI-01
134585.0,Lihue,HI,96766,561110.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,9.0,04/28/2020,First Hawaiian Bank,HI-02
12900.0,Honolulu,HI,96814,531210.0,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/09/2020,Central Pacific Bank,HI-01
77500.0,KAPOLEI,HI,96707,722513.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,22.0,04/10/2020,First Hawaiian Bank,HI-02
33500.0,HILO,HI,96720,451140.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,3.0,04/13/2020,First Hawaiian Bank,HI-02
15000.0,Honolulu,HI,96814,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/03/2020,Central Pacific Bank,HI-01
97715.0,AIEA,HI,96701,561710.0,Corporation,Unanswered,Unanswered,Unanswered,,,04/14/2020,Central Pacific Bank,HI-01
22236.0,Paia,HI,96779,722513.0,Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/30/2020,Celtic Bank Corporation,HI-02
2163.0,WAIPAHU,HI,96797,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/02/2020,Central Pacific Bank,HI-01
65500.0,AIEA,HI,96701,621111.0,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/07/2020,"American Savings Bank, FSB",HI-01
6500.0,Honolulu,HI,96817,445120.0,Corporation,Asian,Unanswered,Unanswered,,1.0,04/28/2020,Hawaii National Bank,HI-01
36100.0,WAHIAWA,HI,96786,339920.0,Corporation,Unanswered,Male Owned,Non-Veteran,,0.0,06/03/2020,Navy FCU,HI-02
17500.0,HONOLULU,HI,96816,722511.0,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/19/2020,Central Pacific Bank,HI-01
20800.0,Honolulu,HI,96816,621111.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,0.0,05/15/2020,Central Pacific Bank,HI-01
1715.0,WAIPAHU,HI,96797,485310.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1.0,05/23/2020,Cross River Bank,HI-01
86378.0,HONOLULU,HI,96825,484121.0,Corporation,Unanswered,Unanswered,Unanswered,,5.0,06/18/2020,"Kabbage, Inc.",HI-01
5088.0,KAILUA,HI,96734,453920.0,Corporation,Unanswered,Unanswered,Unanswered,,,06/02/2020,Bank of Hawaii,HI-02
20800.0,MILILANI,HI,96789,541611.0,Independent Contractors,Unanswered,Unanswered,Unanswered,,,04/30/2020,"American Savings Bank, FSB",HI-01
52600.0,KAILUA,HI,96734,339999.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11.0,04/05/2020,"American Savings Bank, FSB",HI-02
9800.0,WAIPAHU,HI,96797,524210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/09/2020,Central Pacific Bank,HI-01
15200.0,HONOLULU,HI,96825,541219.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1.0,04/11/2020,Central Pacific Bank,HI-01
3304.0,Honolulu,HI,96826,812113.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1.0,06/29/2020,"Kabbage, Inc.",HI-01
1343.28,Honolulu,HI,96814,485310.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,0.0,05/18/2020,Celtic Bank Corporation,HI-01
9300.0,Aiea,HI,96701,541611.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/08/2020,Central Pacific Bank,HI-01
128200.0,HONOLULU,HI,96813,541110.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Veteran,,9.0,04/07/2020,First Hawaiian Bank,HI-01
77900.0,KIHEI,HI,96753,722511.0,Corporation,White,Unanswered,Unanswered,,1.0,04/05/2020,First Hawaiian Bank,HI-02
5048.23,Honokaa,HI,96727,446120.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/05/2020,Celtic Bank Corporation,HI-02
47507.0,Kahului,HI,96732,561730.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,8.0,05/06/2020,First Hawaiian Bank,HI-02
115900.0,Kahului,HI,96732,238350.0,Corporation,Unanswered,Unanswered,Unanswered,,0.0,06/05/2020,Central Pacific Bank,HI-02
12275.0,Honolulu,HI,96821,811310.0,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/28/2020,First Hawaiian Bank,HI-01
17517.5,WAIPAHU,HI,96797,621111.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,05/13/2020,First Hawaiian Bank,HI-01
6660.0,HONOLULU,HI,96814,541211.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1.0,06/27/2020,Intuit Financing Inc.,HI-01
63560.0,HONOLULU,HI,96815,541613.0,Corporation,Unanswered,Unanswered,Unanswered,,5.0,04/07/2020,Bank of Hawaii,HI-01
15930.0,WAIMEA,HI,96796,311920.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4.0,04/27/2020,Bank of Hawaii,HI-02
4182.5,Honokaa,HI,96727,311351.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,06/30/2020,"Fundbox, Inc.",HI-02
30600.0,Waipahu,HI,96797,424690.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,05/01/2020,First Hawaiian Bank,HI-01
105652.5,KAILUA KONA,HI,96740,621498.0,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,,9.0,07/25/2020,Hawaii Community FCU,HI-02
18182.5,HONOLULU,HI,96813,524298.0,Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/30/2020,First Hawaiian Bank,HI-01
4200.0,MAKAWAO,HI,96768,561520.0,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/29/2020,"American Savings Bank, FSB",HI-02
60200.0,HONOLULU,HI,96817,541320.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,4.0,04/29/2020,"American Savings Bank, FSB",HI-01
9600.0,KAILUA KONA,HI,96740,561520.0,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/16/2020,First Hawaiian Bank,HI-02
17500.0,HONOLULU,HI,96813,722511.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/10/2020,"American Savings Bank, FSB",HI-01
12500.0,WAILUKU,HI,96793,524210.0,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/07/2020,"American Savings Bank, FSB",HI-02
15375.0,Honolulu,HI,96817,,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1.0,05/03/2020,Celtic Bank Corporation,HI-01
39348.0,HONOLULU,HI,96819,811310.0,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/01/2020,Central Pacific Bank,HI-01
6250.0,HONOLULU,HI,96822,445299.0,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/06/2020,Bank of Hawaii,HI-01
29745.0,HONOLULU,HI,96813,541110.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/13/2020,Bank of Hawaii,HI-01
19400.0,AIEA,HI,96701,611691.0,Corporation,White,Male Owned,Veteran,,23.0,04/06/2020,Central Pacific Bank,HI-01
40312.5,Hilo,HI,96720,811111.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4.0,04/30/2020,First Hawaiian Bank,HI-02
55300.0,HONOLULU,HI,96814,621310.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/28/2020,Central Pacific Bank,HI-01
6700.0,KAHULUI,HI,96733,326130.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/06/2020,"American Savings Bank, FSB",HI-02
11400.0,HONOLULU,HI,96819,448140.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/09/2020,Central Pacific Bank,HI-01
8000.0,KAPOLEI,HI,96707,812113.0,Independent Contractors,Unanswered,Male Owned,Non-Veteran,,1.0,04/28/2020,Central Pacific Bank,HI-02
4700.0,HONOLULU,HI,96817,339116.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/07/2020,"American Savings Bank, FSB",HI-01
119694.0,KAPOLEI,HI,96707,446120.0,Corporation,Unanswered,Unanswered,Unanswered,,15.0,04/14/2020,Central Pacific Bank,HI-02
7082.0,EWA BEACH,HI,96706,621999.0,Corporation,Unanswered,Unanswered,Unanswered,,2.0,05/03/2020,"Bank of America, National Association",HI-01
61500.0,Kapolei,HI,96707,423930.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/06/2020,Central Pacific Bank,HI-02
14100.0,Kaneohe,HI,96744,811111.0,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/04/2020,Central Pacific Bank,HI-02
19000.0,KILAUEA,HI,96754,562998.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/14/2020,Gather FCU,HI-02
16795.0,Wailuku,HI,96793,531210.0,Independent Contractors,Unanswered,Unanswered,Unanswered,,1.0,05/30/2020,Cross River Bank,HI-02
98000.0,Hauula,HI,96717,621399.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,04/30/2020,Central Pacific Bank,HI-02
18900.0,HONOLULU,HI,96813,541613.0,Independent Contractors,Unanswered,Unanswered,Unanswered,,1.0,04/14/2020,Central Pacific Bank,HI-01
15000.0,KIHEI,HI,96753,453220.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/08/2020,Central Pacific Bank,HI-02
26830.0,KEAAU,HI,96749,621111.0,Corporation,Unanswered,Unanswered,Unanswered,,5.0,05/14/2020,Bank of Hawaii,HI-02
17500.0,KEALAKEKUA,HI,96750,237110.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/11/2020,Central Pacific Bank,HI-02
18400.0,HONOLULU,HI,96815,532284.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4.0,04/14/2020,First Hawaiian Bank,HI-01
20800.0,Wahiawa,HI,96786,812113.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/14/2020,Central Pacific Bank,HI-02
20833.0,HONOLULU,HI,96813,524210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/04/2020,Central Pacific Bank,HI-01
17537.5,Honolulu,HI,96817,813110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,1.0,04/29/2020,First Hawaiian Bank,HI-01
75000.0,HONOLULU,HI,96816,541219.0,Corporation,Unanswered,Unanswered,Unanswered,,10.0,04/09/2020,Central Pacific Bank,HI-01
29400.0,KAILUA KONA,HI,96740,561110.0,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/10/2020,Central Pacific Bank,HI-02
12000.0,KULA,HI,96790,713940.0,Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/09/2020,"American Savings Bank, FSB",HI-02
54900.0,KAILUA KONA,HI,96740,561730.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,6.0,04/28/2020,"American Savings Bank, FSB",HI-02
62260.0,HONOLULU,HI,96813,621111.0,Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/27/2020,Bank of Hawaii,HI-01
15500.0,HONOLULU,HI,96816,722511.0,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/01/2020,Central Pacific Bank,HI-01
87500.0,HONOLULU,HI,96817,221114.0,Corporation,Unanswered,Unanswered,Unanswered,,9.0,04/27/2020,Bank of Hawaii,HI-01
16289.0,Hawi,HI,96719,238320.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,First Hawaiian Bank,HI-02
29515.0,KAILUA-KONA,HI,96743,722320.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5.0,04/27/2020,Bank of Hawaii,HI-02
42500.0,WAIPAHU,HI,96797,621111.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4.0,04/08/2020,Central Pacific Bank,HI-01
129361.0,PEARL CITY,HI,96782,561710.0,Corporation,Unanswered,Unanswered,Unanswered,,10.0,04/28/2020,Central Pacific Bank,HI-01
66800.0,HONOLULU,HI,96816,624110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,9.0,04/06/2020,"American Savings Bank, FSB",HI-01
20833.0,Honolulu,HI,96815,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/01/2020,Central Pacific Bank,HI-01
15700.0,Ewa Beach,HI,96706,812990.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/22/2020,Central Pacific Bank,HI-01
31000.0,Honolulu,HI,96816,623990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8.0,05/02/2020,"American Savings Bank, FSB",HI-01
6000.0,HONOLULU,HI,96814,443142.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,05/16/2020,"American Savings Bank, FSB",HI-01
113600.0,HONOLULU,HI,96813,541110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/07/2020,First Hawaiian Bank,HI-01
20832.5,WAIPAHU,HI,96797,524210.0,Sole Proprietorship,Unanswered,Female Owned,Unanswered,,1.0,05/04/2020,HawaiiUSA FCU,HI-01
10300.0,HONOLULU,HI,96813,541110.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2.0,04/30/2020,"American Savings Bank, FSB",HI-01
80500.0,KAILUA KONA,HI,96740,621111.0,Corporation,Unanswered,Unanswered,Unanswered,,8.0,04/28/2020,Central Pacific Bank,HI-02
19664.0,Honolulu,HI,96813,541430.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,05/20/2020,First Hawaiian Bank,HI-01
56700.0,KAILUA KONA,HI,96740,424990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4.0,04/27/2020,"American Savings Bank, FSB",HI-02
20300.0,HONOLULU,HI,96815,238210.0,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,1.0,04/29/2020,Central Pacific Bank,HI-01
65000.0,WAIKOLOA,HI,96738,447190.0,Corporation,Unanswered,Male Owned,Unanswered,,8.0,04/15/2020,First Hawaiian Bank,HI-02
6100.0,Lahaina,HI,96761,452319.0,Corporation,Unanswered,Unanswered,Unanswered,,9.0,04/30/2020,"American Savings Bank, FSB",HI-02
88100.0,HONOLULU,HI,96813,541511.0,Limited  Liability Company(LLC),Asian,Male Owned,Non-Veteran,,8.0,04/06/2020,"American Savings Bank, FSB",HI-01
53100.0,HONOLULU,HI,96826,624190.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7.0,04/09/2020,First Hawaiian Bank,HI-01
16500.0,KANEOHE,HI,96744,621340.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/06/2020,"American Savings Bank, FSB",HI-02
54225.0,Honolulu,HI,96813,512110.0,Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/27/2020,First Hawaiian Bank,HI-01
52945.0,Hilo,HI,96720,722511.0,Corporation,Unanswered,Unanswered,Unanswered,,,04/14/2020,Central Pacific Bank,HI-02
143200.0,HONOLULU,HI,96817,722513.0,Corporation,Unanswered,Unanswered,Unanswered,,19.0,04/10/2020,Central Pacific Bank,HI-01
30231.0,Kailua-Kona,HI,96740,445299.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/03/2020,Central Pacific Bank,HI-02
94800.0,HONOLULU,HI,96817,311811.0,Corporation,Unanswered,Unanswered,Unanswered,,14.0,04/09/2020,"American Savings Bank, FSB",HI-01
7500.0,Haiku,HI,96708,111998.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,07/30/2020,Cross River Bank,HI-02
46000.0,HONOLULU,HI,96814,722513.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,20.0,04/28/2020,Bank of Hawaii,HI-01
2500.0,Honolulu,HI,96819,441120.0,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,0.0,05/02/2020,Central Pacific Bank,HI-01
13000.0,HONOLULU,HI,96817,722513.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/30/2020,"American Savings Bank, FSB",HI-01
7500.0,KAILUA-KONA,HI,96740,621111.0,Corporation,Unanswered,Unanswered,Unanswered,,1.0,05/13/2020,Bank of Hawaii,HI-02
84402.0,KAPOLEI,HI,96707,541330.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Veteran,,,05/13/2020,Bank of Hawaii,HI-02
35272.5,HONOLULU,HI,96814,423910.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,3.0,04/28/2020,First Hawaiian Bank,HI-01
77080.0,WAILUKU,HI,96793,561710.0,Corporation,White,Male Owned,Non-Veteran,,20.0,04/15/2020,HawaiiUSA FCU,HI-02
7500.0,HONOLULU,HI,96813,813110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,06/22/2020,Bank of Hawaii,HI-01
30500.0,Honolulu,HI,96814,812990.0,Corporation,Unanswered,Unanswered,Unanswered,,19.0,05/11/2020,"American Savings Bank, FSB",HI-01
21764.0,HILO,HI,96720,561311.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,25.0,04/30/2020,First Hawaiian Bank,HI-02
77700.0,HONOLULU,HI,96817,423990.0,Corporation,Asian,Male Owned,Non-Veteran,,7.0,04/07/2020,"American Savings Bank, FSB",HI-01
39100.0,HONOLULU,HI,96819,236115.0,Corporation,Unanswered,Unanswered,Unanswered,,0.0,04/05/2020,"American Savings Bank, FSB",HI-01
39400.0,HONOLULU,HI,96819,811198.0,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/07/2020,Central Pacific Bank,HI-01
20800.0,HONOLULU,HI,96814,523930.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/07/2020,"American Savings Bank, FSB",HI-01
25000.0,Kahului,HI,96732,448210.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,2.0,05/02/2020,"American Savings Bank, FSB",HI-02
3800.0,WAIANAE,HI,96792,624410.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/30/2020,"American Savings Bank, FSB",HI-02
2100.0,Honolulu,HI,96826,443142.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/12/2020,Central Pacific Bank,HI-01
2250.0,PAHOA,HI,96778,236118.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,05/08/2020,CU Hawaii FCU,HI-02
18657.0,HONOLULU,HI,96813,722511.0,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,,5.0,05/19/2020,Bank of Hawaii,HI-01
27858.96,Haiku,HI,96708,448310.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/30/2020,Celtic Bank Corporation,HI-02
4400.0,PEARL CITY,HI,96782,238310.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/28/2020,Central Pacific Bank,HI-01
12555.0,Honolulu,HI,96816,524210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/16/2020,Central Pacific Bank,HI-01
21000.0,LIHUE,HI,96766,541715.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,3.0,04/07/2020,"American Savings Bank, FSB",HI-02
5500.0,WAIMANALO,HI,96795,561920.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,16.0,04/12/2020,Central Pacific Bank,HI-02
70000.0,KAMUELA,HI,96743,621111.0,Corporation,Asian,Unanswered,Non-Veteran,,8.0,04/09/2020,First Hawaiian Bank,HI-02
11100.0,HONOLULU,HI,96819,621111.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,Central Pacific Bank,HI-01
6507.0,CAPTAIN COOK,HI,96704,722515.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,05/04/2020,Bank of Hawaii,HI-02
83500.0,HONOLULU,HI,96817,238210.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,6.0,04/11/2020,"American Savings Bank, FSB",HI-01
11400.0,AIEA,HI,96701,423990.0,Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/30/2020,"American Savings Bank, FSB",HI-01
47300.0,WAILUKU,HI,96793,424950.0,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/16/2020,Central Pacific Bank,HI-02
20900.0,HONOLULU,HI,96821,541310.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,Central Pacific Bank,HI-01
2330.0,KAPOLEI,HI,96707,624310.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/04/2020,Central Pacific Bank,HI-02
23500.0,HONOLULU,HI,96825,561520.0,Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/12/2020,Central Pacific Bank,HI-01
14200.0,HILO,HI,96720,444220.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/06/2020,Central Pacific Bank,HI-02
17537.0,HONOLULU,HI,96819,541519.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/16/2020,Central Pacific Bank,HI-01
17460.0,LIHUE,HI,96766,712110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,3.0,04/29/2020,First Hawaiian Bank,HI-02
47782.5,Honolulu,HI,96813,621111.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,5.0,04/28/2020,First Hawaiian Bank,HI-01
40037.0,PEARL CITY,HI,96782,722511.0,Corporation,Unanswered,Unanswered,Unanswered,,,05/08/2020,Bank of Hawaii,HI-01
5789.0,Waimea,HI,96743,721199.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,07/14/2020,Cross River Bank,HI-02
9210.0,HONOLULU,HI,96821,531210.0,Independent Contractors,Unanswered,Unanswered,Unanswered,,1.0,05/12/2020,Bank of Hawaii,HI-01
3800.0,Honolulu,HI,96814,812112.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,06/02/2020,Central Pacific Bank,HI-01
60500.0,Kaneohe,HI,96744,487210.0,Corporation,Unanswered,Unanswered,Unanswered,,8.0,04/15/2020,First Hawaiian Bank,HI-02
20832.5,Kula,HI,96790,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/04/2020,First Hawaiian Bank,HI-02
7500.0,WAIPAHUhu,HI,96797,446120.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,,04/16/2020,Central Pacific Bank,HI-01
24007.0,HONOLULUlulu,HI,96815,453998.0,Corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,Central Pacific Bank,HI-01
19300.0,Honolulu,HI,96815,453220.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/02/2020,Central Pacific Bank,HI-01
20832.0,Honolulu,HI,96813,621320.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,WebBank,HI-01
20800.0,HONOLULU,HI,96817,114111.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,06/17/2020,"American Savings Bank, FSB",HI-01
25000.0,KANEOHE,HI,96744,541921.0,Limited  Liability Company(LLC),White,Female Owned,Veteran,,4.0,04/10/2020,Central Pacific Bank,HI-02
46500.0,HONOLULU,HI,96817,621340.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,4.0,04/09/2020,"American Savings Bank, FSB",HI-01
7912.0,Makawao,HI,96788,448140.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/30/2020,Bank of Hawaii,HI-02
50583.0,Honolulu,HI,96815,713940.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,9.0,05/11/2020,"Kabbage, Inc.",HI-01
12760.0,HONOLULU,HI,96814,442110.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/27/2020,Bank of Hawaii,HI-01
21800.0,Honolulu,HI,96817,236220.0,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/30/2020,"American Savings Bank, FSB",HI-01
4340.0,KANEOHE,HI,96744,722515.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,06/29/2020,HawaiiUSA FCU,HI-02
7792.5,Kamuela,HI,96743,561612.0,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,4.0,05/15/2020,First Hawaiian Bank,HI-02
20000.0,WAILUKU,HI,96793,531210.0,Independent Contractors,Unanswered,Unanswered,Unanswered,,1.0,04/14/2020,Central Pacific Bank,HI-02
80897.5,Honolulu,HI,96821,238210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5.0,04/14/2020,First Hawaiian Bank,HI-01
20800.0,HONOLULU,HI,96822,531312.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/06/2020,"American Savings Bank, FSB",HI-01
5687.0,AIEA,HI,96701,722513.0,Corporation,Unanswered,Unanswered,Unanswered,,2.0,05/12/2020,Bank of Hawaii,HI-01
34500.0,HONOLULU,HI,96814,621310.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4.0,04/07/2020,Central Pacific Bank,HI-01
23075.0,KIHEI,HI,96753,487110.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/14/2020,Bank of Hawaii,HI-02
24500.0,HONOLULU,HI,96818,722513.0,Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/30/2020,"American Savings Bank, FSB",HI-01
68300.0,HONOLULU,HI,96814,621111.0,Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/06/2020,Central Pacific Bank,HI-01
1445.0,KIHEI,HI,96753,453220.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,06/19/2020,Bank of Hawaii,HI-02
