LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender
20300.0,KAILUA KONA,,96740,621111.0,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/04/2020,Central Pacific Bank
21000.0,HONOLULU,HI,96814,621111.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/13/2020,Bank of Hawaii
20900.0,EWA BEACH,Hawaii,96706,531210.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1.0,04/14/2020,Central Pacific Bank
12368.0,Honolulu,,96813,621320.0,Limited  Liability Company(LLC),Asian,Female Owned,Non-Veteran,,1.0,07/30/2020,Territorial Savings Bank
17004.0,KAILUA KONA,HI,96740,621340.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,05/05/2020,Hawaii Community FCU
9035.0,PRINCEVILLE,HI,96722,531311.0,sole proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,"People's United Bank, National Association"
15000.0,HONOLULU,,96825,532490.0,Corporation,Unanswered,Unanswered,Unanswered,,1.0,05/18/2020,Bank of Hawaii
81400.0,HONOLULU,HI,96817,621610.0,Corporation,Unanswered,Unanswered,Unanswered,,11.0,04/08/2020,"American Savings Bank, FSB"
45400.0,HONOLULU,Hawaii,,621210.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/03/2020,"American Savings Bank, FSB"
2945.0,Honolulu,,96822,711320.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,05/12/2020,First Hawaiian Bank
6700.0,KANEOHE,HI,96744,722511.0,SP,Unanswered,Unanswered,Unanswered,,3.0,04/10/2020,"American Savings Bank, FSB"
18525.0,Honolulu,Hawaii,96826,711510.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/20/2020,Central Pacific Bank
5700.0,Kapaa,HI,96746,236118.0,SUBCHAPTER S CORPORATION,Unanswered,Male Owned,Non-Veteran,,1.0,04/29/2020,First Hawaiian Bank
2700.0,WAIANAE,HI,96792,111219.0,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/18/2020,Central Pacific Bank
30900.0,HILO,Hawaii,96720,541110.0,Corporation,Asian,Male Owned,Non-Veteran,,3.0,05/01/2020,Hawaii National Bank
20800.0,HONOLULU,,96815,448310.0,SOLE PROPRIETORSHIP,Unanswered,Unanswered,Unanswered,,1.0,06/19/2020,Ohana Pacific Bank
3462.0,Aiea,,96701,621340.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,07/17/2020,"Kabbage, Inc."
95500.0,HONOLULU,HI,96813,442110.0,Corporation,Unanswered,Unanswered,Unanswered,,,04/08/2020,Bank of Hawaii
12300.0,WAILUKU,,96793,454210.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1.0,04/15/2020,Central Pacific Bank
105400.0,Honolulu,,96816,722513.0,Corp,Unanswered,Male Owned,Non-Veteran,,17.0,04/30/2020,First Hawaiian Bank
58000.0,PEARL CITY,Hawaii,96782,524210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5.0,04/05/2020,"American Savings Bank, FSB"
44500.0,HONOLULU,HI,96822,621111.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,First Hawaiian Bank
13400.0,HONOLULU,HI,96814,812112.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Male Owned,Non-Veteran,,9.0,04/08/2020,Central Pacific Bank
29200.0,KAILUA KONA,HI,,531120.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/13/2020,Bank of Hawaii
8400.0,WAILUKU,,96793,812112.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,"American Savings Bank, FSB"
50800.0,HONOLULU,,96826,447110.0,corporation,Asian,Male Owned,Non-Veteran,,6.0,04/04/2020,Central Pacific Bank
60000.0,HONOLULU,HI,96817,621111.0,SP,Unanswered,Male Owned,Non-Veteran,,7.0,04/15/2020,Central Pacific Bank
28990.0,AIEA,Hawaii,96701,722513.0,Subchapter S Corporation,Unanswered,Female Owned,Unanswered,,6.0,04/11/2020,HawaiiUSA FCU
7340.0,KEAUHOU,HI,96739,442299.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,First Hawaiian Bank
1317.92,HONOLULU,Hawaii,96813,454390.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,HawaiiUSA FCU
15000.0,PEARL CITY,,96782,999990.0,corporation,Unanswered,Unanswered,Unanswered,,3.0,04/30/2020,"American Savings Bank, FSB"
134585.0,Lihue,Hawaii,96766,561110.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,9.0,04/28/2020,First Hawaiian Bank
12900.0,Honolulu,,96814,531210.0,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/09/2020,Central Pacific Bank
77500.0,KAPOLEI,Hawaii,96707,722513.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,22.0,04/10/2020,First Hawaiian Bank
33500.0,HILO,Hawaii,96720,451140.0,sole proprietorship,Unanswered,Unanswered,Unanswered,,3.0,04/13/2020,First Hawaiian Bank
15000.0,Honolulu,,96814,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/03/2020,Central Pacific Bank
97715.0,AIEA,HI,96701,561710.0,CORPORATION,Unanswered,Unanswered,Unanswered,,,04/14/2020,Central Pacific Bank
22236.0,Paia,HI,96779,722513.0,Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/30/2020,Celtic Bank Corporation
2163.0,WAIPAHU,Hawaii,96797,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/02/2020,Central Pacific Bank
65500.0,AIEA,,,621111.0,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/07/2020,"American Savings Bank, FSB"
6500.0,Honolulu,Hawaii,96817,445120.0,corporation,Asian,Unanswered,Unanswered,,1.0,04/28/2020,Hawaii National Bank
36100.0,WAHIAWA,,96786,339920.0,CORPORATION,Unanswered,Male Owned,Non-Veteran,,0.0,06/03/2020,Navy FCU
17500.0,HONOLULU,Hawaii,96816,722511.0,Corp,Unanswered,Unanswered,Unanswered,,0.0,05/19/2020,Central Pacific Bank
20800.0,Honolulu,HI,96816,621111.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Male Owned,Non-Veteran,,0.0,05/15/2020,Central Pacific Bank
1715.0,WAIPAHU,Hawaii,96797,485310.0,SELF-EMPLOYED INDIVIDUALS,Unanswered,Unanswered,Unanswered,,1.0,05/23/2020,Cross River Bank
86378.0,HONOLULU,HI,96825,484121.0,CORPORATION,Unanswered,Unanswered,Unanswered,,5.0,06/18/2020,"Kabbage, Inc."
5088.0,KAILUA,,,453920.0,Corporation,Unanswered,Unanswered,Unanswered,,,06/02/2020,Bank of Hawaii
20800.0,MILILANI,,96789,541611.0,independent contractors,Unanswered,Unanswered,Unanswered,,,04/30/2020,"American Savings Bank, FSB"
52600.0,KAILUA,,96734,339999.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11.0,04/05/2020,"American Savings Bank, FSB"
9800.0,WAIPAHU,,96797,524210.0,sole proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/09/2020,Central Pacific Bank
15200.0,HONOLULU,Hawaii,96825,541219.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1.0,04/11/2020,Central Pacific Bank
3304.0,Honolulu,Hawaii,96826,812113.0,self-employed individuals,Unanswered,Unanswered,Unanswered,,1.0,06/29/2020,"Kabbage, Inc."
1343.28,Honolulu,,96814,485310.0,SEI,Unanswered,Unanswered,Unanswered,,0.0,05/18/2020,Celtic Bank Corporation
9300.0,Aiea,,96701,541611.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,0.0,05/08/2020,Central Pacific Bank
128200.0,HONOLULU,Hawaii,96813,541110.0,limited  liability company(llc),Unanswered,Male Owned,Veteran,,9.0,04/07/2020,First Hawaiian Bank
77900.0,KIHEI,,96753,722511.0,Corporation,White,Unanswered,Unanswered,,1.0,04/05/2020,First Hawaiian Bank
5048.23,Honokaa,HI,96727,446120.0,SP,Unanswered,Unanswered,Unanswered,,0.0,05/05/2020,Celtic Bank Corporation
47507.0,Kahului,Hawaii,96732,561730.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,8.0,05/06/2020,First Hawaiian Bank
115900.0,Kahului,,,238350.0,corporation,Unanswered,Unanswered,Unanswered,,0.0,06/05/2020,Central Pacific Bank
12275.0,Honolulu,HI,96821,811310.0,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/28/2020,First Hawaiian Bank
17517.5,WAIPAHU,,,621111.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,1.0,05/13/2020,First Hawaiian Bank
6660.0,HONOLULU,,96814,541211.0,SUBCHAPTER S CORPORATION,Unanswered,Unanswered,Unanswered,,1.0,06/27/2020,Intuit Financing Inc.
63560.0,HONOLULU,,96815,541613.0,corporation,Unanswered,Unanswered,Unanswered,,5.0,04/07/2020,Bank of Hawaii
15930.0,WAIMEA,Hawaii,96796,311920.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4.0,04/27/2020,Bank of Hawaii
4182.5,Honokaa,Hawaii,96727,311351.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,06/30/2020,"Fundbox, Inc."
30600.0,Waipahu,Hawaii,96797,424690.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,05/01/2020,First Hawaiian Bank
105652.5,KAILUA KONA,HI,96740,621498.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Female Owned,Unanswered,,9.0,07/25/2020,Hawaii Community FCU
18182.5,HONOLULU,,,524298.0,Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/30/2020,First Hawaiian Bank
4200.0,MAKAWAO,,96768,561520.0,Corp,Unanswered,Unanswered,Unanswered,,2.0,04/29/2020,"American Savings Bank, FSB"
60200.0,HONOLULU,,96817,541320.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Male Owned,Non-Veteran,,4.0,04/29/2020,"American Savings Bank, FSB"
9600.0,KAILUA KONA,Hawaii,96740,561520.0,CORPORATION,Unanswered,Unanswered,Unanswered,,2.0,04/16/2020,First Hawaiian Bank
17500.0,HONOLULU,,96813,722511.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/10/2020,"American Savings Bank, FSB"
12500.0,WAILUKU,HI,96793,524210.0,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/07/2020,"American Savings Bank, FSB"
15375.0,Honolulu,,96817,,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1.0,05/03/2020,Celtic Bank Corporation
39348.0,HONOLULU,Hawaii,96819,811310.0,CORPORATION,Unanswered,Unanswered,Unanswered,,0.0,05/01/2020,Central Pacific Bank
6250.0,HONOLULU,,,445299.0,corporation,Unanswered,Unanswered,Unanswered,,2.0,04/06/2020,Bank of Hawaii
29745.0,HONOLULU,HI,96813,541110.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/13/2020,Bank of Hawaii
19400.0,AIEA,Hawaii,96701,611691.0,Corporation,White,Male Owned,Veteran,,23.0,04/06/2020,Central Pacific Bank
40312.5,Hilo,HI,96720,811111.0,LLC,Unanswered,Unanswered,Unanswered,,4.0,04/30/2020,First Hawaiian Bank
55300.0,HONOLULU,Hawaii,96814,621310.0,SUBCHAPTER S CORPORATION,Unanswered,Unanswered,Unanswered,,4.0,04/28/2020,Central Pacific Bank
6700.0,KAHULUI,,96733,326130.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/06/2020,"American Savings Bank, FSB"
11400.0,HONOLULU,Hawaii,96819,448140.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,3.0,04/09/2020,Central Pacific Bank
8000.0,KAPOLEI,Hawaii,96707,812113.0,Independent Contractors,Unanswered,Male Owned,Non-Veteran,,1.0,04/28/2020,Central Pacific Bank
4700.0,HONOLULU,,96817,339116.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/07/2020,"American Savings Bank, FSB"
119694.0,KAPOLEI,HI,96707,446120.0,CORPORATION,Unanswered,Unanswered,Unanswered,,15.0,04/14/2020,Central Pacific Bank
7082.0,EWA BEACH,,96706,621999.0,Corporation,Unanswered,Unanswered,Unanswered,,2.0,05/03/2020,"Bank of America, National Association"
61500.0,Kapolei,HI,96707,423930.0,LLC,Unanswered,Unanswered,Unanswered,,0.0,05/06/2020,Central Pacific Bank
14100.0,Kaneohe,HI,96744,811111.0,Corp,Unanswered,Unanswered,Unanswered,,0.0,05/04/2020,Central Pacific Bank
19000.0,KILAUEA,Hawaii,96754,562998.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/14/2020,Gather FCU
16795.0,Wailuku,Hawaii,96793,531210.0,independent contractors,Unanswered,Unanswered,Unanswered,,1.0,05/30/2020,Cross River Bank
98000.0,Hauula,Hawaii,96717,621399.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,0.0,04/30/2020,Central Pacific Bank
18900.0,HONOLULU,,96813,541613.0,independent contractors,Unanswered,Unanswered,Unanswered,,1.0,04/14/2020,Central Pacific Bank
15000.0,KIHEI,Hawaii,96753,453220.0,LLC,Unanswered,Unanswered,Unanswered,,1.0,04/08/2020,Central Pacific Bank
26830.0,KEAAU,HI,,621111.0,corporation,Unanswered,Unanswered,Unanswered,,5.0,05/14/2020,Bank of Hawaii
17500.0,KEALAKEKUA,Hawaii,96750,237110.0,SUBCHAPTER S CORPORATION,Unanswered,Unanswered,Unanswered,,2.0,04/11/2020,Central Pacific Bank
18400.0,HONOLULU,Hawaii,96815,532284.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4.0,04/14/2020,First Hawaiian Bank
20800.0,Wahiawa,Hawaii,96786,812113.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/14/2020,Central Pacific Bank
20833.0,HONOLULU,HI,96813,524210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/04/2020,Central Pacific Bank
17537.5,Honolulu,Hawaii,96817,813110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,1.0,04/29/2020,First Hawaiian Bank
75000.0,HONOLULU,Hawaii,96816,541219.0,Corp,Unanswered,Unanswered,Unanswered,,10.0,04/09/2020,Central Pacific Bank
29400.0,KAILUA KONA,HI,96740,561110.0,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/10/2020,Central Pacific Bank
12000.0,KULA,Hawaii,96790,713940.0,CORPORATION,Unanswered,Unanswered,Unanswered,,1.0,04/09/2020,"American Savings Bank, FSB"
54900.0,KAILUA KONA,,96740,561730.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,6.0,04/28/2020,"American Savings Bank, FSB"
62260.0,HONOLULU,HI,96813,621111.0,CORPORATION,Unanswered,Unanswered,Unanswered,,4.0,04/27/2020,Bank of Hawaii
15500.0,HONOLULU,,96816,722511.0,corporation,Unanswered,Unanswered,Unanswered,,0.0,05/01/2020,Central Pacific Bank
87500.0,HONOLULU,HI,96817,221114.0,corporation,Unanswered,Unanswered,Unanswered,,9.0,04/27/2020,Bank of Hawaii
16289.0,Hawi,Hawaii,96719,238320.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,First Hawaiian Bank
29515.0,KAILUA-KONA,,96743,722320.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,5.0,04/27/2020,Bank of Hawaii
42500.0,WAIPAHU,HI,96797,621111.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,4.0,04/08/2020,Central Pacific Bank
129361.0,PEARL CITY,,96782,561710.0,Corporation,Unanswered,Unanswered,Unanswered,,10.0,04/28/2020,Central Pacific Bank
66800.0,HONOLULU,,96816,624110.0,NON-PROFIT ORGANIZATION,Unanswered,Unanswered,Unanswered,Y,9.0,04/06/2020,"American Savings Bank, FSB"
20833.0,Honolulu,HI,96815,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/01/2020,Central Pacific Bank
15700.0,Ewa Beach,,96706,812990.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/22/2020,Central Pacific Bank
31000.0,Honolulu,HI,96816,623990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8.0,05/02/2020,"American Savings Bank, FSB"
6000.0,HONOLULU,HI,96814,443142.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,05/16/2020,"American Savings Bank, FSB"
113600.0,HONOLULU,Hawaii,96813,541110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/07/2020,First Hawaiian Bank
20832.5,WAIPAHU,Hawaii,,524210.0,sole proprietorship,Unanswered,Female Owned,Unanswered,,1.0,05/04/2020,HawaiiUSA FCU
10300.0,HONOLULU,HI,,541110.0,SOLE PROPRIETORSHIP,Unanswered,Unanswered,Unanswered,,2.0,04/30/2020,"American Savings Bank, FSB"
80500.0,KAILUA KONA,HI,,621111.0,Corp,Unanswered,Unanswered,Unanswered,,8.0,04/28/2020,Central Pacific Bank
19664.0,Honolulu,Hawaii,96813,541430.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,05/20/2020,First Hawaiian Bank
56700.0,KAILUA KONA,Hawaii,96740,424990.0,LLC,Unanswered,Unanswered,Unanswered,,4.0,04/27/2020,"American Savings Bank, FSB"
20300.0,HONOLULU,Hawaii,96815,238210.0,SP,Unanswered,Male Owned,Non-Veteran,,1.0,04/29/2020,Central Pacific Bank
65000.0,WAIKOLOA,HI,96738,447190.0,Corporation,Unanswered,Male Owned,Unanswered,,8.0,04/15/2020,First Hawaiian Bank
6100.0,Lahaina,,,452319.0,corporation,Unanswered,Unanswered,Unanswered,,9.0,04/30/2020,"American Savings Bank, FSB"
88100.0,HONOLULU,Hawaii,96813,541511.0,Limited  Liability Company(LLC),Asian,Male Owned,Non-Veteran,,8.0,04/06/2020,"American Savings Bank, FSB"
53100.0,HONOLULU,,96826,624190.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7.0,04/09/2020,First Hawaiian Bank
16500.0,KANEOHE,HI,96744,621340.0,LLC,Unanswered,Unanswered,Unanswered,,3.0,04/06/2020,"American Savings Bank, FSB"
54225.0,Honolulu,HI,96813,512110.0,CORPORATION,Unanswered,Unanswered,Unanswered,,4.0,04/27/2020,First Hawaiian Bank
52945.0,Hilo,,96720,722511.0,CORPORATION,Unanswered,Unanswered,Unanswered,,,04/14/2020,Central Pacific Bank
143200.0,HONOLULU,,96817,722513.0,Corporation,Unanswered,Unanswered,Unanswered,,19.0,04/10/2020,Central Pacific Bank
30231.0,Kailua-Kona,Hawaii,96740,445299.0,SOLE PROPRIETORSHIP,Unanswered,Unanswered,Unanswered,,0.0,05/03/2020,Central Pacific Bank
94800.0,HONOLULU,HI,96817,311811.0,corporation,Unanswered,Unanswered,Unanswered,,14.0,04/09/2020,"American Savings Bank, FSB"
7500.0,Haiku,,96708,111998.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,07/30/2020,Cross River Bank
46000.0,HONOLULU,HI,96814,722513.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,20.0,04/28/2020,Bank of Hawaii
2500.0,Honolulu,HI,96819,441120.0,SOLE PROPRIETORSHIP,Unanswered,Male Owned,Non-Veteran,,0.0,05/02/2020,Central Pacific Bank
13000.0,HONOLULU,HI,,722513.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/30/2020,"American Savings Bank, FSB"
7500.0,KAILUA-KONA,HI,96740,621111.0,CORPORATION,Unanswered,Unanswered,Unanswered,,1.0,05/13/2020,Bank of Hawaii
84402.0,KAPOLEI,Hawaii,96707,541330.0,limited  liability company(llc),Unanswered,Male Owned,Veteran,,,05/13/2020,Bank of Hawaii
35272.5,HONOLULU,,96814,423910.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Male Owned,Non-Veteran,,3.0,04/28/2020,First Hawaiian Bank
77080.0,WAILUKU,Hawaii,96793,561710.0,corporation,White,Male Owned,Non-Veteran,,20.0,04/15/2020,HawaiiUSA FCU
7500.0,HONOLULU,Hawaii,96813,813110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,06/22/2020,Bank of Hawaii
30500.0,Honolulu,HI,96814,812990.0,Corporation,Unanswered,Unanswered,Unanswered,,19.0,05/11/2020,"American Savings Bank, FSB"
21764.0,HILO,HI,96720,561311.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,25.0,04/30/2020,First Hawaiian Bank
77700.0,HONOLULU,HI,96817,423990.0,corporation,Asian,Male Owned,Non-Veteran,,7.0,04/07/2020,"American Savings Bank, FSB"
39100.0,HONOLULU,Hawaii,96819,236115.0,Corporation,Unanswered,Unanswered,Unanswered,,0.0,04/05/2020,"American Savings Bank, FSB"
39400.0,HONOLULU,,,811198.0,CORPORATION,Unanswered,Unanswered,Unanswered,,3.0,04/07/2020,Central Pacific Bank
20800.0,HONOLULU,,96814,523930.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/07/2020,"American Savings Bank, FSB"
25000.0,Kahului,Hawaii,96732,448210.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,2.0,05/02/2020,"American Savings Bank, FSB"
3800.0,WAIANAE,,96792,624410.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,1.0,04/30/2020,"American Savings Bank, FSB"
2100.0,Honolulu,HI,96826,443142.0,sole proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/12/2020,Central Pacific Bank
2250.0,PAHOA,HI,96778,236118.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,05/08/2020,CU Hawaii FCU
18657.0,HONOLULU,HI,,722511.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Female Owned,Unanswered,,5.0,05/19/2020,Bank of Hawaii
27858.96,Haiku,HI,96708,448310.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/30/2020,Celtic Bank Corporation
4400.0,PEARL CITY,Hawaii,96782,238310.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/28/2020,Central Pacific Bank
12555.0,Honolulu,,96816,524210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/16/2020,Central Pacific Bank
21000.0,LIHUE,HI,96766,541715.0,SP,Unanswered,Unanswered,Unanswered,,3.0,04/07/2020,"American Savings Bank, FSB"
5500.0,WAIMANALO,Hawaii,96795,561920.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,16.0,04/12/2020,Central Pacific Bank
70000.0,KAMUELA,Hawaii,,621111.0,corporation,Asian,Unanswered,Non-Veteran,,8.0,04/09/2020,First Hawaiian Bank
11100.0,HONOLULU,,96819,621111.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,Central Pacific Bank
6507.0,CAPTAIN COOK,HI,96704,722515.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,,05/04/2020,Bank of Hawaii
83500.0,HONOLULU,HI,96817,238210.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,6.0,04/11/2020,"American Savings Bank, FSB"
11400.0,AIEA,,96701,423990.0,CORPORATION,Unanswered,Unanswered,Unanswered,,1.0,04/30/2020,"American Savings Bank, FSB"
47300.0,WAILUKU,,,424950.0,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/16/2020,Central Pacific Bank
20900.0,HONOLULU,,96821,541310.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,Central Pacific Bank
2330.0,KAPOLEI,,96707,624310.0,LLC,Unanswered,Unanswered,Unanswered,,0.0,05/04/2020,Central Pacific Bank
23500.0,HONOLULU,,96825,561520.0,corporation,Unanswered,Unanswered,Unanswered,,4.0,04/12/2020,Central Pacific Bank
14200.0,HILO,,,444220.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,3.0,04/06/2020,Central Pacific Bank
17537.0,HONOLULU,HI,96819,541519.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/16/2020,Central Pacific Bank
17460.0,LIHUE,HI,96766,712110.0,NON-PROFIT ORGANIZATION,Unanswered,Unanswered,Unanswered,Y,3.0,04/29/2020,First Hawaiian Bank
47782.5,Honolulu,Hawaii,96813,621111.0,S-Corp,Unanswered,Unanswered,Unanswered,,5.0,04/28/2020,First Hawaiian Bank
40037.0,PEARL CITY,,,722511.0,CORPORATION,Unanswered,Unanswered,Unanswered,,,05/08/2020,Bank of Hawaii
5789.0,Waimea,Hawaii,96743,721199.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,07/14/2020,Cross River Bank
9210.0,HONOLULU,Hawaii,,531210.0,Independent Contractors,Unanswered,Unanswered,Unanswered,,1.0,05/12/2020,Bank of Hawaii
3800.0,Honolulu,Hawaii,96814,812112.0,sole proprietorship,Unanswered,Unanswered,Unanswered,,0.0,06/02/2020,Central Pacific Bank
60500.0,Kaneohe,Hawaii,96744,487210.0,corporation,Unanswered,Unanswered,Unanswered,,8.0,04/15/2020,First Hawaiian Bank
20832.5,Kula,,96790,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/04/2020,First Hawaiian Bank
7500.0,WAIPAHUhu,Hawaii,96797,446120.0,self-employed individuals,Unanswered,Unanswered,Unanswered,,,04/16/2020,Central Pacific Bank
24007.0,HONOLULUlulu,,96815,453998.0,corporation,Unanswered,Unanswered,Unanswered,,,04/15/2020,Central Pacific Bank
19300.0,Honolulu,HI,96815,453220.0,LLC,Unanswered,Unanswered,Unanswered,,0.0,05/02/2020,Central Pacific Bank
20832.0,Honolulu,HI,96813,621320.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,WebBank
20800.0,HONOLULU,,96817,114111.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,06/17/2020,"American Savings Bank, FSB"
25000.0,KANEOHE,HI,96744,541921.0,Limited  Liability Company(LLC),White,Female Owned,Veteran,,4.0,04/10/2020,Central Pacific Bank
46500.0,HONOLULU,,,621340.0,sole proprietorship,Unanswered,Unanswered,Unanswered,,4.0,04/09/2020,"American Savings Bank, FSB"
7912.0,Makawao,,96788,448140.0,sole proprietorship,Unanswered,Unanswered,Unanswered,,,04/30/2020,Bank of Hawaii
50583.0,Honolulu,HI,96815,713940.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,9.0,05/11/2020,"Kabbage, Inc."
12760.0,HONOLULU,,96814,442110.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/27/2020,Bank of Hawaii
21800.0,Honolulu,HI,96817,236220.0,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/30/2020,"American Savings Bank, FSB"
4340.0,KANEOHE,,96744,722515.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3.0,06/29/2020,HawaiiUSA FCU
7792.5,Kamuela,HI,96743,561612.0,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,4.0,05/15/2020,First Hawaiian Bank
